No,Name,Pos,Status,Height,Inches,Random,Weight,Birthdate,Exp,College,Team
34,"Rawls, Thomas",RB,ACT,"5'9""",69,0.405661978,215,8/3/1993,4,Central Michigan,JAX
16,"Coutee, Keke",WR,ACT,"5'11""",71,0.404902088,187,1/14/1997,2,Texas Tech,HOU
98,"Glasgow, Ryan",DT,ACT,"6'3""",75,0.404584404,300,9/30/1993,3,Michigan,CIN
81,"Williams-Lambert, Jordan",WR,ACT,"6'3""",75,0.404532669,228,5/9/1994,1,Ball State,CHI
18,"Ridley, Calvin",WR,ACT,"6'1""",73,0.40446466,190,12/20/1994,2,Alabama,ATL
38,"Ford, Keith",RB,ACT,"5'10""",70,0.404410026,219,4/18/1994,1,Texas A&M,IND
75,"Willis, Jordan",DE,ACT,"6'4""",76,0.404335184,270,5/2/1995,3,Kansas State,CIN
11,"Davis, Reggie",WR,ACT,"5'11""",71,0.404181377,185,11/22/1995,1,Georgia,DAL
90,"Ogbah, Emmanuel",DE,ACT,"6'4""",76,0.404126959,275,11/6/1993,4,Oklahoma State,KC
48,"Blunt, B.J.",LB,ACT,"6'1""",73,0.40396784,220,4/21/1995,0,McNeese State,WAS
29,"Cunningham, Benny",RB,ACT,"5'10""",70,0.40389943,218,7/7/1990,7,Middle Tennessee State,JAX
25,"Young, Tavon",CB,ACT,"5'9""",69,0.40294238,185,3/14/1994,4,Temple,BAL
,"Choice, Adam",RB,RES,"5'8""",68,0.402780781,210,11/30/1995,0,Clemson,SEA
47,"Holmes, Gabe",TE,ACT,"6'5""",77,0.402611028,255,3/29/1991,4,Purdue,IND
67,"Kerin, Zac",OG,ACT,"6'4""",76,0.402544381,305,8/13/1991,5,Toledo,WAS
3,"Callahan, Joe",QB,ACT,"6'1""",73,0.402506251,216,6/4/1993,3,Wesley,BAL
27,"Lewis, Jourdan",CB,ACT,"5'10""",70,0.402318844,195,8/31/1995,3,Michigan,DAL
55,"Vander Esch, Leighton",OLB,ACT,"6'4""",76,0.402235055,255,2/8/1996,2,Boise State,DAL
48,"DePaola, Andrew",LS,ACT,"6'1""",73,0.402211699,220,7/28/1987,6,Rutgers,OAK
72,"Frederick, Travis",C,ACT,"6'4""",76,0.402044837,320,3/18/1991,6,Wisconsin,DAL
44,"Sankey, Darnell",LB,ACT,"6'0""",72,0.401453462,247,10/11/1994,2,Sacramento State,NO
80,"Boykin, Miles",WR,ACT,"6'4""",76,0.401373294,220,10/12/1996,0,Notre Dame,BAL
29,"Allen, Brian",CB,ACT,"6'3""",75,0.401128305,215,10/21/1993,3,Utah,PIT
29,"Tartt, Jaquiski",SS,ACT,"6'1""",73,0.401021691,215,2/12/1992,5,Samford,SF
93,"McCoy, Gerald",DT,ACT,"6'4""",76,0.400812439,300,2/25/1988,10,Oklahoma,CAR
86,"Hentges, Hale",TE,ACT,"6'4""",76,0.400309882,245,8/19/1996,0,Alabama,IND
45,"Smith, Rod",RB,ACT,"6'3""",75,0.400144229,235,1/10/1992,5,Ohio State,NYG
24,"Lippett, Tony",DB,ACT,"6'2""",74,0.400093678,192,7/2/1992,5,Michigan State,CIN
78,"Donnal, Andrew",OT,ACT,"6'6""",78,0.400035374,305,3/3/1992,5,Iowa,DET
,"Brown, Cody",DB,RES,"6'2""",74,0.399966515,208,3/4/1994,0,Arkansas State,JAX
80,"Rogers, Chester",WR,ACT,"6'0""",72,0.398961773,184,1/12/1994,4,Grambling State,IND
13,"Harmon, Kelvin",WR,ACT,"6'2""",74,0.398709826,215,12/15/1997,0,North Carolina State,WAS
3,"Lock, Drew",QB,ACT,"6'4""",76,0.398058642,228,11/10/1996,0,Missouri,DEN
48,"Dzubnar, Nick",LB,ACT,"6'1""",73,0.397736551,240,8/15/1991,5,Cal Poly-S.L.O.,LAC
26,"Griffin, Shaquill",CB,ACT,"6'0""",72,0.397578903,198,7/20/1995,3,Central Florida,SEA
17,"Smith, Vyncint",WR,ACT,"6'3""",75,0.397387484,202,6/9/1996,2,Limestone College,HOU
18,"Green, A.J.",WR,ACT,"6'4""",76,0.397329957,210,7/31/1988,9,Georgia,CIN
5,"Woodside, Logan",QB,ACT,"6'1""",73,0.397176214,213,1/27/1995,1,Toledo,TEN
26,"Geathers, Clayton",SS,ACT,"6'2""",74,0.396659485,216,6/1/1992,5,Central Florida,IND
42,"Jones, Colin",SS,ACT,"6'0""",72,0.396512624,205,10/27/1987,9,Texas Christian,CAR
9,"Gould, Robbie",K,ACT,"6'0""",72,0.396491562,190,12/6/1982,15,Penn State,SF
81,"Johnson, Jon'Vea",WR,ACT,"6'0""",72,0.396438382,195,12/23/1995,0,Toledo,DAL
48,"Mayfield, Tyree",TE,ACT,"6'3""",75,0.395025397,245,10/23/1995,0,Wyoming,SF
92,"Denney, John",LS,ACT,"6'5""",77,0.394514598,242,12/13/1978,15,Brigham Young,MIA
33,"Redwine, Sheldrick",DB,ACT,"6'0""",72,0.393199078,196,11/6/1996,0,Miami (Fla.),CLE
74,"Staley, Joe",OT,ACT,"6'5""",77,0.39251808,300,8/30/1984,13,Central Michigan,SF
99,"Phillips, Harrison",DT,ACT,"6'3""",75,0.392452738,307,1/25/1996,2,Stanford,BUF
25,"Harris, Chris",CB,ACT,"5'10""",70,0.39226635,199,6/18/1989,8,Kansas,DEN
59,"Carter, Lorenzo",LB,ACT,"6'5""",77,0.391617225,255,12/10/1995,2,Georgia,NYG
3,"Darr, Matt",P,ACT,"6'1""",73,0.3913856,217,7/2/1992,2,Tennessee,NYJ
14,"Diggs, Stefon",WR,ACT,"6'0""",72,0.391325934,191,11/29/1993,5,Maryland,MIN
26,"Coleman, Tevin",RB,ACT,"6'1""",73,0.391216413,210,4/16/1993,5,Indiana,SF
1,"Boykins, Jeremy",DB,ACT,"6'2""",74,0.391098681,183,5/29/1995,1,Central Florida,SEA
98,"Ioannidis, Matthew",DE,ACT,"6'3""",75,0.390674516,310,1/11/1994,4,Temple,WAS
9,"Boswell, Chris",K,ACT,"6'2""",74,0.390342544,185,3/16/1991,5,Rice,PIT
52,"McMillan, Raekwon",MLB,ACT,"6'2""",74,0.390099664,242,11/17/1995,3,Ohio State,MIA
89,"Fort, Austin",TE,ACT,"6'4""",76,0.389608217,244,5/14/1995,0,Wyoming,DEN
10,"Gafford, Rico",WR,ACT,"5'10""",70,0.389072228,184,5/23/1996,1,Wyoming,OAK
66,"Jackson, Gabe",OG,ACT,"6'3""",75,0.38873379,335,7/12/1991,6,Mississippi State,OAK
52,"Armstrong, Ray-Ray",LB,ACT,"6'3""",75,0.388282278,220,3/5/1991,7,Miami (Fla.),CLE
16,"Wilson, Ced",WR,ACT,"6'2""",74,0.387428819,200,3/10/1995,2,Bowie State,DAL
44,"Reeves-Maybin, Jalen",LB,ACT,"6'0""",72,0.387392273,230,1/31/1995,3,Tennessee,DET
12,"Batson, Cameron",WR,RES,"5'8""",68,0.387117707,175,12/20/1995,2,Texas Tech,TEN
13,"Kirk, Christian",WR,ACT,"5'11""",71,0.386914303,200,11/18/1996,2,Texas A&M,ARI
64,"Harlow, Sean",OG,ACT,"6'4""",76,0.38652308,284,3/28/1995,2,Oregon State,ATL
76,"Collins, Parker",C,ACT,"6'3""",75,0.386478485,295,5/19/1994,1,Appalachian State,CAR
16,"White, DeAndrew",WR,ACT,"6'0""",72,0.386461274,195,10/16/1991,2,Alabama,CAR
52,"Williams, Connor",OG,ACT,"6'5""",77,0.386348858,320,5/12/1997,2,Texas,DAL
60,"Williams, Daryl",OT,ACT,"6'6""",78,0.385991712,330,8/31/1992,5,Oklahoma,CAR
16,"Johnson, Marcus",WR,ACT,"6'1""",73,0.38591815,207,8/5/1994,3,Texas,IND
9,"Pierson-El, De'Mornay",WR,ACT,"5'9""",69,0.384496786,195,12/26/1995,1,Nebraska,OAK
70,"Powers, Ben",OG,ACT,"6'4""",76,0.383561363,310,10/29/1996,0,Oklahoma,BAL
76,"Williams, Darrell",OT,ACT,"6'5""",77,0.383334365,315,3/24/1993,2,Western Kentucky,BAL
96,"Buggs, Isaiah",DT,ACT,"6'3""",75,0.383279679,295,8/24/1996,0,Alabama,PIT
19,"Perriman, Breshad",WR,ACT,"6'2""",74,0.383102475,215,9/10/1993,5,Central Florida,TB
69,"Marz, Tyler",OT,ACT,"6'7""",79,0.38307763,316,9/9/1992,3,Wisconsin,TEN
67,"Miller, John",OG,ACT,"6'3""",75,0.382381103,315,8/12/1993,5,Louisville,CIN
37,"Foster, D.J.",RB,ACT,"6'0""",72,0.381493888,205,11/22/1993,4,Arizona State,ARI
72,"Armstead, Terron",OT,ACT,"6'5""",77,0.380905236,304,7/23/1991,7,Arkansas-Pine Bluff,NO
64,"Tretter, JC",C,ACT,"6'4""",76,0.380509337,307,2/12/1991,7,Cornell,CLE
2,"Colquitt, Dustin",P,ACT,"6'3""",75,0.380302919,210,5/6/1982,15,Tennessee,KC
35,"Frazier, Kavon",FS,ACT,"6'0""",72,0.380226106,223,8/11/1994,4,Central Michigan,DAL
82,"Manhertz, Chris",TE,ACT,"6'6""",78,0.379655688,255,4/10/1992,4,Canisius,CAR
33,"Moore, A.J.",DB,ACT,"5'11""",71,0.379130325,200,12/15/1995,2,Mississippi,HOU
47,"Taylor, Shakial",CB,ACT,"5'11""",71,0.378932096,175,12/27/1996,0,Kansas,IND
41,"Levine, Anthony",DB,ACT,"5'11""",71,0.378611819,207,3/27/1987,8,Tennessee State,BAL
15,"Inman, Dontrelle",WR,ACT,"6'3""",75,0.378519217,205,1/31/1989,6,Virginia,NE
71,"Schlottmann, Austin",OG,ACT,"6'6""",78,0.37848436,300,9/18/1995,1,Texas Christian,DEN
65,"Ifedi, Germain",OT,ACT,"6'5""",77,0.377201188,325,6/2/1994,4,Texas A&M,SEA
49,"Thompson, Mark",RB,ACT,"6'1""",73,0.376905003,235,12/9/1994,1,Florida,DET
94,"Sweat, Josh",DE,ACT,"6'5""",77,0.375817489,251,3/29/1997,2,Florida State,PHI
80,"Michel, Marken",WR,ACT,"5'11""",71,0.375659599,190,7/6/1993,1,Massachusetts,PHI
72,"Bowanko, Luke",C,ACT,"6'6""",78,0.375327684,300,6/12/1991,7,Virginia,DET
77,"Lewan, Taylor",OT,ACT,"6'7""",79,0.374988698,309,7/22/1991,6,Michigan,TEN
2,"Dortch, Greg",WR,ACT,"5'7""",67,0.37374942,173,5/29/1998,0,Wake Forest,NYJ
15,"Taylor, Trent",WR,ACT,"5'8""",68,0.373491157,180,4/30/1994,3,Louisiana Tech,SF
77,"Taylor, Jullian",DT,ACT,"6'5""",77,0.373220124,305,1/30/1995,2,Temple,SF
90,"Jones, DaQuan",DE,ACT,"6'4""",76,0.372871933,322,12/27/1991,6,Penn State,TEN
65,"Elflein, Pat",C,ACT,"6'3""",75,0.372085625,303,7/6/1994,3,Ohio State,MIN
54,"Cajuste, Yodny",OT,ACT,"6'5""",77,0.3719502,310,2/21/1996,0,West Virginia,NE
3,"Rosen, Josh",QB,ACT,"6'4""",76,0.371612229,215,2/10/1997,2,UCLA,MIA
90,"Hankins, Johnathan",DT,ACT,"6'3""",75,0.370273562,340,3/30/1992,7,Ohio State,OAK
29,"Yeldon, T.J.",RB,ACT,"6'1""",73,0.370155276,223,10/2/1993,5,Alabama,BUF
73,"Lucas, Cornelius",OT,ACT,"6'9""",81,0.370152659,328,7/18/1991,5,Kansas State,CHI
62,"Thuney, Joe",OG,ACT,"6'5""",77,0.370071737,308,11/18/1992,4,North Carolina State,NE
54,"Marshall, Brandon",ILB,ACT,"6'1""",73,0.369903446,245,9/10/1989,8,Nevada,OAK
36,"Williams, Shawn",SS,ACT,"6'0""",72,0.369689876,212,5/13/1991,7,Georgia,CIN
78,"Conklin, Jack",OT,ACT,"6'6""",78,0.369502822,308,8/17/1994,4,Michigan State,TEN
57,"Smith, Andre",LB,ACT,"6'0""",72,0.369410795,240,4/20/1997,2,North Carolina,CAR
5,"Prater, Matt",K,ACT,"5'10""",70,0.369378449,201,8/10/1984,13,Central Florida,DET
24,"Hill, Holton",DB,ACT,"6'2""",74,0.369196532,196,3/28/1997,2,Texas,MIN
96,"Smith, Ray",DT,ACT,"6'1""",73,0.369086512,305,1/18/1997,0,Boston College,DET
68,"Kelly, Derrick",OT,ACT,"6'5""",77,0.369061987,320,8/23/1995,0,Florida State,NO
76,"Su'a-Filo, Xavier",OG,ACT,"6'4""",76,0.368840834,312,1/1/1991,6,UCLA,DAL
59,"Corcoran, Josh",DE,ACT,"6'3""",75,0.368587663,243,4/5/1997,0,Northern Illinois,LAC
64,"Jerry, John",OG,ACT,"6'5""",77,0.36846378,340,6/14/1986,9,Mississippi,CIN
70,"Iupati, Mike",OG,ACT,"6'5""",77,0.368452174,331,5/12/1987,10,Idaho,SEA
98,"Williams, Vince",ILB,ACT,"6'1""",73,0.367304144,233,12/27/1989,7,Florida State,PIT
68,"Vujnovich, Jeremy",OG,ACT,"6'5""",77,0.367262924,300,10/12/1990,3,Louisiana Coll.,ARI
53,"Donnerson, Kendall",LB,ACT,"6'3""",75,0.366743921,249,4/22/1996,1,Southeast Missouri State,GB
19,"Ginn, Ted",WR,ACT,"5'11""",71,0.366663901,180,4/12/1985,13,Ohio State,NO
71,"Schweitzer, Wes",OG,ACT,"6'4""",76,0.36639709,300,9/11/1993,4,San Jose State,ATL
41,"Bausby, DeVante",CB,ACT,"6'2""",74,0.366146221,190,1/15/1993,3,Pittsburg State,DEN
3,"Green, Marcus",WR,ACT,"5'8""",68,0.365901068,191,8/13/1996,0,Louisiana-Monroe,ATL
87,"Traylor, Austin",TE,ACT,"6'3""",75,0.365233554,255,9/3/1993,2,Wisconsin,DET
59,"Allen, Chase",OLB,ACT,"6'3""",75,0.364840376,246,8/29/1993,3,Southern Illinois,MIA
17,"Watson, Justin",WR,ACT,"6'3""",75,0.364824311,215,4/4/1995,2,Pennsylvania,TB
47,"Cockrell, Ross",DB,ACT,"6'0""",72,0.364704101,190,8/6/1991,6,Duke,CAR
59,"Ragland, Reggie",ILB,ACT,"6'2""",74,0.364450781,252,9/23/1993,4,Alabama,KC
28,"Milton, Chris",CB,ACT,"5'11""",71,0.364372326,190,9/15/1992,4,Georgia Tech,IND
54,"Humphrey, Myles",LB,ACT,"6'3""",75,0.364304925,238,9/7/1995,1,Shepherd,WAS
27,"Kazee, Damontae",SS,ACT,"5'11""",71,0.363509042,174,6/5/1993,3,San Diego State,ATL
42,"Fejedelem, Clayton",DB,ACT,"6'0""",72,0.36348252,205,6/2/1993,4,Illinois,CIN
95,"Bell, Quinton",DE,ACT,"6'4""",76,0.363067368,253,5/9/1996,0,Prairie View A&M,OAK
82,"Carter, Cethan",TE,ACT,"6'3""",75,0.36276679,248,9/5/1995,3,Nebraska,CIN
80,"Blacknall, Saeed",WR,ACT,"6'3""",75,0.362522173,212,3/17/1996,1,Penn State,MIA
32,"Collins, Jalen",CB,ACT,"6'1""",73,0.361505789,203,3/20/1993,3,LSU,IND
43,"Nelson, Picasso",DB,ACT,"5'10""",70,0.360666235,193,4/15/1996,0,Southern Mississippi,JAX
81,"Patrick, Tim",WR,ACT,"6'4""",76,0.360599811,212,11/23/1993,2,Utah,DEN
83,"Jeanpiere, Damion",WR,ACT,"6'1""",73,0.359957166,185,12/8/1996,0,Nicholls State,CAR
47,"Harris, Darius",LB,ACT,"6'2""",74,0.359879518,238,1/17/1996,0,Middle Tennessee State,KC
89,"Sweeney, Tommy",TE,ACT,"6'4""",76,0.359688153,251,7/1/1995,0,Boston College,BUF
16,"Hansen, Chad",WR,ACT,"6'2""",74,0.359592818,202,1/18/1995,2,California,HOU
82,"Harris, Maurice",WR,ACT,"6'3""",75,0.359381408,205,11/11/1992,4,California,NE
55,"Burfict, Vontaze",OLB,ACT,"6'1""",73,0.359117255,255,9/24/1990,8,Arizona State,OAK
44,"Meadors, Nathan",DB,ACT,"5'11""",71,0.358806716,194,2/13/1997,0,UCLA,MIN
36,"Alexander, Adonis",DB,ACT,"6'3""",75,0.358776349,205,11/7/1996,2,Virginia Tech,WAS
26,"Peterson, Adrian",RB,ACT,"6'1""",73,0.357957683,220,3/21/1985,12,Oklahoma,WAS
55,"Jones, Chandler",LB,ACT,"6'5""",77,0.357829939,255,2/27/1990,8,Syracuse,ARI
18,"Burnett, Deontay",WR,ACT,"6'0""",72,0.357046969,186,10/4/1997,2,USC,NYJ
62,"Munyer, Daniel",C,ACT,"6'1""",73,0.35701307,305,3/4/1992,3,Colorado,IND
98,"Haynes, Marquis",DE,ACT,"6'2""",74,0.356642217,235,12/16/1993,2,Mississippi,CAR
49,"Brown, Richie",LB,ACT,"6'1""",73,0.356527001,235,4/15/1994,1,Mississippi State,ATL
98,"Crosby, Maxx",DE,ACT,"6'5""",77,0.35652569,255,8/22/1997,0,Eastern Michigan,OAK
29,"Cohen, Tarik",RB,ACT,"5'6""",66,0.35647869,181,7/26/1995,3,North Carolina A&T,CHI
90,"Adams, Montravius",DT,ACT,"6'4""",76,0.356357268,304,7/24/1995,3,Auburn,GB
93,"Goodson, B.J.",MLB,ACT,"6'1""",73,0.356262815,246,5/29/1993,4,Clemson,NYG
47,"Alonso, Kiko",OLB,ACT,"6'3""",75,0.35607471,239,8/14/1990,7,Oregon,MIA
66,"Risner, Dalton",OT,ACT,"6'5""",77,0.355451789,312,7/13/1995,0,Kansas State,DEN
11,"Anderson, Robby",WR,ACT,"6'3""",75,0.353808476,190,5/9/1993,4,Temple,NYJ
92,"Johnson, Darryl",DE,ACT,"6'6""",78,0.353699193,253,4/4/1997,0,North Carolina A&T,BUF
16,"Board, C.J.",WR,ACT,"6'1""",73,0.353633879,181,12/12/1993,1,Tennessee-Chattanooga,JAX
34,"Jackson, Robert",DB,ACT,"6'2""",74,0.353334692,207,12/8/1993,1,Nevada-Las Vegas,CLE
15,"Brent, K.J.",WR,ACT,"6'4""",76,0.353118748,190,8/6/1993,1,Wake Forest,TB
65,"Gilmore, Greg",DE,ACT,"6'4""",76,0.352480031,311,11/28/1994,1,LSU,PIT
88,"Celek, Garrett",TE,ACT,"6'5""",77,0.352454484,252,5/29/1988,8,Michigan State,SF
30,"Baity, Derrick",DB,ACT,"6'3""",75,0.351982857,188,12/23/1996,0,Kentucky,HOU
23,"Haden, Joe",CB,ACT,"5'11""",71,0.351551332,195,4/14/1989,10,Florida,PIT
21,"Poyer, Jordan",FS,ACT,"6'0""",72,0.351478746,191,4/25/1991,7,Oregon State,BUF
74,"Jenkins, Elgton",OG,ACT,"6'5""",77,0.351474306,311,12/26/1995,0,Mississippi State,GB
5,"Speight, Wilton",QB,ACT,"6'6""",78,0.350369572,235,12/6/1994,0,UCLA,SF
32,"McCourty, Devin",FS,ACT,"5'10""",70,0.350235967,195,8/13/1987,10,Rutgers,NE
82,"Darboh, Amara",WR,ACT,"6'2""",74,0.349549053,215,2/1/1994,3,Michigan,SEA
63,"Walton, L.T.",DE,ACT,"6'5""",77,0.349517862,305,3/31/1992,5,Central Michigan,BUF
74,"Sambrailo, Ty",OT,ACT,"6'5""",77,0.348697348,311,3/10/1992,5,Colorado State,ATL
45,"Martini, Greer",LB,ACT,"6'4""",76,0.348608835,235,6/6/1995,1,Notre Dame,MIN
42,"Sherman, Anthony",RB,ACT,"5'10""",70,0.348093053,242,12/11/1988,9,Connecticut,KC
69,"Larsen, Tyler",C,ACT,"6'4""",76,0.347630456,325,7/8/1991,4,Utah,CAR
65,"Robinson, Jaelin",OT,ACT,"6'6""",78,0.347304241,325,1/8/1995,0,Temple,ATL
60,"Brunskill, Daniel",OT,ACT,"6'5""",77,0.347021681,300,1/27/1994,1,San Diego State,SF
54,"Thompson, Shaq",OLB,ACT,"6'0""",72,0.346669905,230,4/21/1994,5,Washington,CAR
66,"Miles, Joshua",OT,ACT,"6'5""",77,0.346551942,325,1/4/1996,0,Morgan State,ARI
89,"Andrews, Mark",TE,ACT,"6'4""",76,0.346190957,256,9/6/1995,2,Oklahoma,BAL
3,"Wilson, Russell",QB,ACT,"5'11""",71,0.345530653,215,11/29/1988,8,Wisconsin,SEA
46,"Harris, Clark",LS,ACT,"6'5""",77,0.343768408,250,7/10/1984,11,Rutgers,CIN
34,"Hall, Darrin",RB,ACT,"6'0""",72,0.343611751,217,9/6/1996,0,Pittsburgh,GB
32,"Adderley, Nasir",DB,ACT,"6'0""",72,0.343444316,195,5/31/1997,0,Delaware,LAC
91,"Wise, Deatrich",DE,ACT,"6'5""",77,0.341896822,275,7/26/1994,3,Arkansas,NE
28,"Amadi, Ugo",CB,ACT,"5'9""",69,0.341782826,201,5/16/1997,0,Oregon,SEA
47,"Jewell, Josey",ILB,ACT,"6'2""",74,0.341027432,236,12/25/1994,2,Iowa,DEN
86,"Mack, Alize",TE,ACT,"6'4""",76,0.339512259,249,3/29/1997,0,Notre Dame,NO
62,"McDermott, KC",OT,ACT,"6'5""",77,0.339416454,311,4/18/1996,1,Miami (Fla.),JAX
34,"Zenner, Zach",RB,ACT,"5'11""",71,0.339102819,221,9/13/1991,5,South Dakota State,DET
35,"Thomas, Dymonte",DB,ACT,"6'2""",74,0.3383258,199,11/30/1993,2,Michigan,DEN
49,"Cardona, Joe",LS,ACT,"6'3""",75,0.337806682,245,4/16/1992,5,Navy,NE
54,"Watson, Josh",LB,ACT,"6'2""",74,0.337594892,240,5/20/1996,0,Colorado State,DEN
39,"Reed, Kalan",DB,ACT,"5'11""",71,0.337545017,199,12/29/1993,3,Southern Mississippi,SEA
51,"Mack, Alex",C,ACT,"6'4""",76,0.337373426,311,11/19/1985,11,California,ATL
75,"Bailey, Quinn",OT,ACT,"6'6""",78,0.337280224,323,10/18/1995,0,Arizona State,DEN
29,"Maddox, Avonte",FS,ACT,"5'9""",69,0.33719161,184,3/31/1996,2,Pittsburgh,PHI
75,"Schofield, Michael",OG,ACT,"6'6""",78,0.33693812,301,11/15/1990,6,Michigan,LAC
54,"Crawford, James",LB,ACT,"6'2""",74,0.336543367,239,12/2/1994,2,Illinois,GB
33,"Davis, Carlton",CB,ACT,"6'1""",73,0.335003848,206,12/31/1996,2,Auburn,TB
98,"Williams, Brandon",DE,ACT,"6'1""",73,0.334093081,336,2/21/1989,7,Missouri Southern State,BAL
82,"Witten, Jason",TE,ACT,"6'6""",78,0.333978769,263,5/6/1982,16,Tennessee,DAL
39,"Richards, Jordan",FS,ACT,"5'11""",71,0.333845775,215,1/21/1993,5,Stanford,OAK
97,"Blackson, Angelo",DE,ACT,"6'4""",76,0.33358158,319,11/14/1992,5,Auburn,HOU
96,"Dunlap, Carlos",DE,ACT,"6'6""",78,0.332651805,285,2/28/1989,10,Florida,CIN
37,"Stroman, Greg",CB,ACT,"6'0""",72,0.331689948,182,3/8/1996,2,Virginia Tech,WAS
7,"Jones, Cardale",QB,ACT,"6'5""",77,0.331585251,250,9/29/1992,3,Ohio State,LAC
13,"Dunbar, Steven",WR,ACT,"6'3""",75,0.331546442,202,12/19/1995,1,Houston,DEN
30,"Johnson, D'Ernest",RB,ACT,"5'10""",70,0.331426418,208,2/27/1996,1,South Florida,CLE
89,"Miller, Braxton",WR,ACT,"6'2""",74,0.330766916,215,11/30/1992,3,Ohio State,PHI
61,"Paradis, Matt",C,ACT,"6'3""",75,0.330721868,300,10/12/1989,5,Boise State,CAR
25,"Apple, Eli",CB,ACT,"6'1""",73,0.330263802,203,8/9/1995,4,Ohio State,NO
76,"Miller, Shareef",DE,ACT,"6'4""",76,0.329746876,254,4/14/1997,0,Penn State,PHI
77,"Bozeman, Bradley",C,ACT,"6'3""",75,0.329286542,317,11/24/1994,2,Alabama,BAL
42,"Nwosu, Uchenna",LB,ACT,"6'2""",74,0.32892198,251,12/28/1996,2,USC,LAC
89,"Sims, Cam",WR,ACT,"6'5""",77,0.328768276,220,1/6/1996,2,Alabama,WAS
57,"Taylor, Adarius",OLB,ACT,"6'0""",72,0.328741736,230,9/21/1990,5,Florida Atlantic,CLE
89,"Hill, Josh",TE,ACT,"6'5""",77,0.328681696,250,5/21/1990,7,Idaho State,NO
37,"Cox, Demetrious",DB,ACT,"6'0""",72,0.328207825,200,4/20/1994,2,Michigan State,CIN
,"Jones, Fred",DT,ACT,"6'2""",74,0.327924081,304,8/25/1996,0,Florida State,DET
93,"Allen, Jonathan",DE,ACT,"6'3""",75,0.327670742,300,1/16/1995,3,Alabama,WAS
83,"Montgomery, D.J.",WR,ACT,"6'1""",73,0.326792277,201,11/17/1996,0,Austin Peay State,CLE
44,"Watson, Tre",LB,ACT,"6'3""",75,0.326656168,241,7/5/1996,0,Maryland,MIA
97,"Heyward, Cameron",DE,ACT,"6'5""",77,0.326084981,295,5/6/1989,9,Ohio State,PIT
13,"Lazard, Allen",WR,ACT,"6'5""",77,0.325977836,227,12/11/1995,1,Iowa State,GB
9,"Cooke, Logan",P,ACT,"6'5""",77,0.325076879,230,7/28/1995,2,Mississippi State,JAX
65,"Leary, Ronald",OG,ACT,"6'3""",75,0.324646181,320,4/29/1989,8,Memphis,DEN
35,"Wallace, Abraham",DB,ACT,"5'10""",70,0.32462346,192,6/9/1996,0,West Alabama,BUF
56,"Coney, Te'Von",LB,ACT,"6'1""",73,0.32259632,230,6/10/1997,0,Notre Dame,OAK
19,"Gentry, Tanner",WR,ACT,"6'2""",74,0.321901277,209,12/18/1994,1,Wyoming,CHI
76,"Tucker, Casey",OT,ACT,"6'6""",78,0.321890788,315,//,0,Arizona State,PHI
57,"Scarlett, Brennan",OLB,ACT,"6'4""",76,0.3218506,263,7/31/1993,4,Stanford,HOU
45,"Searight, Isaiah",TE,ACT,"6'4""",76,0.321290098,245,//,0,Fordham,NYG
83,"Hogan, Krishawn",WR,ACT,"6'3""",75,0.320898199,217,5/12/1995,2,Marian (Ind.),IND
78,"Dozier, Dakota",OG,ACT,"6'4""",76,0.320472645,312,4/30/1991,6,Furman,MIN
6,"Jackson, Tyree",QB,ACT,"6'7""",79,0.320223663,249,11/7/1997,0,Buffalo,BUF
85,"Carrier, Derek",TE,ACT,"6'3""",75,0.319643477,240,7/25/1990,7,Beloit,OAK
62,"Patrick, Lucas",OG,ACT,"6'3""",75,0.319482842,313,7/30/1993,3,Duke,GB
24,"Williams, Trevor",CB,ACT,"5'11""",71,0.318744226,191,9/15/1993,4,Penn State,LAC
73,"Haeg, Joe",OT,ACT,"6'6""",78,0.317945175,298,3/11/1993,4,North Dakota State,IND
54,"Williamson, Avery",ILB,ACT,"6'1""",73,0.317305985,246,3/9/1992,6,Kentucky,NYJ
93,"Suh, Ndamukong",NT,ACT,"6'4""",76,0.317258438,313,1/6/1987,10,Nebraska,TB
77,"Brown, Trent",OT,ACT,"6'8""",80,0.316840742,380,4/13/1993,5,Florida,OAK
56,"Williams, Quincy",LB,ACT,"5'11""",71,0.316806151,225,8/28/1996,0,Murray State,JAX
4,"Mullens, Nick",QB,ACT,"6'1""",73,0.316295782,210,3/21/1995,2,Southern Mississippi,SF
3,"White, Mike",QB,ACT,"6'5""",77,0.315888785,218,3/25/1995,2,Western Kentucky,DAL
18,"Taylor, Jordan",WR,ACT,"6'5""",77,0.315666288,195,2/18/1992,4,Rice,MIN
10,"Garoppolo, Jimmy",QB,ACT,"6'2""",74,0.315225094,225,11/2/1991,6,Eastern Illinois,SF
12,"Westbrook, Dede",WR,ACT,"6'0""",72,0.315038098,178,11/21/1993,3,Oklahoma,JAX
83,"Richardson, A.J.",WR,ACT,"6'0""",72,0.31466291,212,6/2/1995,0,Boise State,ARI
84,"Watson, Benjamin",TE,ACT,"6'3""",75,0.314221973,255,12/18/1980,16,Georgia,NE
45,"Miles, Rontez",DB,ACT,"6'0""",72,0.313929833,203,11/25/1988,5,California (PA),NYJ
27,"Fournette, Leonard",RB,ACT,"6'0""",72,0.313898531,228,1/18/1995,3,LSU,JAX
